"","Day","Temperature.C","Weight.g","Gross.Production.g","Gross.Production.J","Cum.Net.Production.J","Cum.Gross.Production.g","Net.Production.J","Cum.Gross.Production.J","Net.Production.g","Specific.Growth.Rate.g.g.d","Specific.Growth.Rate.J.g.d","Consumption.g","Consumption.J","Specific.Consumption.Rate.J.g.d","Specific.Consumption.Rate.g.g.d","Cum.Net.Production.g","Cum.Cons.J","Specific.Egestion.Rate.J.g.d","Specific.Excretion.Rate.J.g.d","Cum.Cons.g","Specific.Respiration.Rate.J.g.d","Mean.Prey.Energy.Density.J.g","Cum.Gametic.Production.J","Gametic.Production.g","Final.Predator.Energy.Density.J.g","Initial.Predator.Energy.Density.J.g","Specific.SDA.Rate.J.g.d","Simulation"
"11",11,11,1.47248215825052,0.114306567185185,658.913610717616,585.165984181797,1.245497841185,55.9649412392031,7179.54477277267,0.00970620334708983,0.0101591628866684,38.2594074311932,0.0949121816193334,357.43927597841,244.356816763512,0.0648849752425684,0.101489058250521,3882.35537847723,48.2669011463535,22.8432304517329,1.03089627681286,101.259812248082,3766,0,0,5764.45186740804,5764.44229709153,33.7274654861513,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"12",12,12.4,1.48062310711039,0.123095057267883,709.575532736549,632.10597696595,1.36859289845288,46.9399927841527,7889.12030550922,0.00814094885986894,0.0084647212609913,31.8781402688932,0.100440191917247,378.257762760351,256.884445520049,0.0682114831439324,0.10963000711039,4260.61314123759,49.8067422689215,25.8590413706364,1.13133646873011,113.723156652404,3766,0,0,5764.45989438361,5764.45186740804,35.617364959194,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"13",13,11.8,1.48963965064894,0.120312023513803,693.533834357453,684.094723941925,1.48890492196669,51.988746975975,8582.65413986667,0.00901654353854764,0.00932361886090308,35.112748630161,0.0989806932200515,372.761290666714,251.759741474116,0.0668507014004556,0.118646550648938,4633.3744319043,49.1894103640486,24.5788696460537,1.23031716195016,108.036615882921,3766,0,0,5764.46878469554,5764.45989438361,34.8420969509316,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"14",14,11.9,1.49855058745105,0.121435182052363,700.009316304668,735.474707520987,1.61034010401905,51.3799835790619,9282.66345617134,0.00891093680210919,0.00915867022626827,34.4915520721263,0.0997595990286418,375.694649941865,252.205054946141,0.0669689471444877,0.127557487451047,5009.06908184616,49.2119855761708,24.7510115085922,1.3300767609788,108.835697857617,3766,0,0,5764.47757087923,5764.46878469554,34.9148079316348,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"15",15,11.5,1.50794921955222,0.119609831748845,689.488192372854,789.666885707319,1.72994993576789,54.192178186332,9972.1516485442,0.00939863210117076,0.00960251254780901,36.1630622550487,0.098736108677534,371.840185279593,248.133221790045,0.0658877381279992,0.136956119552218,5380.90926712576,48.67503537423,23.8424630018602,1.42881286965633,105.145853095386,3766,0,0,5764.48683793048,5764.47757087923,34.3068080635202,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"16",16,10.3,1.51801220998254,0.111852228791154,644.770700659795,847.689923474107,1.84180216455905,58.0230377667875,10616.922349204,0.0100629904303211,0.0102172361148586,38.4781112085574,0.0933077188564236,351.396869213291,233.029643609377,0.0618772287863454,0.147019109982539,5732.30613633905,46.5045185335435,20.9159422624501,1.52212058851276,95.0487500917826,3766,0,0,5764.49676003904,5764.48683793048,32.0823215130433,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"17",17,9.7,1.52794177987288,0.107423549658996,619.242703961174,904.943856336711,1.94922571421804,57.2539328626047,11236.1650531652,0.0099295698903421,0.0100149721043011,37.7163849447979,0.0898163352129287,338.24831841189,222.823186920071,0.0591670703452127,0.156948679872881,6070.55445475094,44.8881158210171,19.2700865905463,1.61193692372569,90.3437673346726,3766,0,0,5764.50655059496,5764.49676003904,30.6048322290373,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"18",18,10.6,1.53802122737877,0.1152497735273,664.358074452706,963.062182880207,2.06447548774534,58.1183265434953,11900.5231276179,0.0100794475058863,0.0101001070932718,38.0370033132614,0.0959209241896177,361.2382004981,236.421443052728,0.0627778659194711,0.167028127378767,6431.79265524904,46.9700967080072,21.6007883650393,1.70785784791531,97.2279230951282,3766,0,0,5764.5164889302,5764.50655059496,32.585631571292,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"19",19,11.3,1.5477141838811,0.120687198052065,695.703343173914,1018.95218236344,2.18516268579741,55.8899994832293,12596.2264707918,0.00969295650233648,0.00964920338219459,36.3388999373448,0.0997866891472575,375.796671328572,244.337766370779,0.0648799167208653,0.176721083881104,6807.58932657761,48.0613944045203,23.2245882480466,1.80764453706256,102.953347802671,3766,0,0,5764.52604618531,5764.5164889302,33.7595359781965,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"20",20,11.1,1.55759528017036,0.119925707187638,691.314862690332,1075.9271945677,2.30508839298505,56.9750122042635,13287.5413334821,0.00988109628925748,0.00977492307930892,36.8123603166774,0.0993480981007163,374.144937447298,241.740329929056,0.064190209752803,0.186602180170361,7181.73426402491,47.6828114708446,22.7254402443261,1.90699263516328,101.141824722396,3766,0,0,5764.53578894625,5764.52604618531,33.3778931748124,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"21",21,12.8,1.56515111360375,0.13051741048353,752.372283812896,1119.49472726704,2.43560580346858,43.5675326993444,14039.913617295,0.00755583343338517,0.00742724974670742,27.9710225461002,0.105674431294774,397.96990825612,255.502769764809,0.0678446016369646,0.194158013603746,7579.70417228103,49.2965960620927,26.2287715329785,2.01266706645805,116.53891774677,3766,0,0,5764.54323899801,5764.53578894625,35.4674618768671,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"22",22,12.2,1.57378700795742,0.127755268032307,736.450766582013,1169.29011445934,2.56336107150088,49.7953871922947,14776.364383877,0.00863589435367751,0.0084479731213533,31.8150667750165,0.104387434117672,393.123076887154,251.172601463376,0.0666947959276093,0.202793907957424,7972.82724916818,48.8219093213223,25.031559070172,2.11705450057573,110.699747248432,3766,0,0,5764.55175398985,5764.54323899801,34.8043190484333,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"23",23,12.1,1.58259492495717,0.127713236429677,736.209561068415,1220.07755206399,2.69107430793056,50.7874376046517,15512.5739449454,0.00880791699974726,0.00856899778024272,32.2708456403941,0.104487121438272,393.498499336533,250.03288078178,0.0663921616520925,0.211601824957171,8366.32574850472,48.6623292650415,24.7916811881996,2.221541622014,109.672289827266,3766,0,0,5764.56043859601,5764.55175398985,34.6357348608791,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"24",24,12.1,1.59142021887569,0.128249162544354,739.300048686251,1270.96534036868,2.81932347047491,50.8877883046854,16251.8739936317,0.00882529391851428,0.00853814432211166,32.1546515170725,0.104910759026943,395.093918495468,249.649428457608,0.0662903421289452,0.220427118875685,8761.41966700018,48.5877003474448,24.7536604777153,2.32645238104094,109.570798880427,3766,0,0,5764.56914033581,5764.56043859601,34.582617234948,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"25",25,10.9,1.60155329181124,0.121040607677497,697.746951745193,1329.39414136346,2.94036407815241,58.4288009947864,16949.6209453769,0.0101330729355582,0.00974903853919965,36.7148791386259,0.100395081351564,378.08787636999,237.578907120524,0.0630852116623801,0.230560191811244,9139.50754337017,46.9949308933818,22.0845348495929,2.42684746239251,99.0041183278547,3766,0,0,5764.57913154573,5764.56914033581,32.7804439110684,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"26",26,10.3,1.61189966625071,0.117007655451274,674.499888845505,1389.05307937929,3.05737173360368,59.6589380158299,17624.1208342224,0.0103463744394696,0.00989130988622655,37.2506730315292,0.0974719632051693,367.079413430668,229.20212228188,0.0608608927992245,0.240906566250713,9506.58695680084,45.7406799344917,20.572397064276,2.52431942559767,94.0830041678321,3766,0,0,5764.58933307092,5764.57913154573,31.5553680837507,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"27",27,10.3,1.62227655617402,0.117572853870217,677.759219278959,1448.88818684845,3.1749445874739,59.8351074691576,18301.8800535014,0.0103768899233105,0.0098568410751955,37.1208634891863,0.0979280837424478,368.797163374058,228.796600120827,0.0607532129901292,0.251283456174024,9875.3841201749,45.6597519780208,20.5359987847466,2.62224750934012,93.9804479883103,3766,0,0,5764.59956468439,5764.58933307092,31.4995378805626,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"28",28,11,1.63243094442728,0.123517641820955,712.02974427192,1507.44051322099,3.29846222929486,58.5523263725432,19013.9097977733,0.0101543882532531,0.00958382659240421,36.0926909469943,0.102307762963949,385.291035322232,237.500217737783,0.0630643169776376,0.261437844427277,10260.6751554971,46.9125424189874,22.20225438348,2.72455527230407,99.5116498334886,3766,0,0,5764.60957691121,5764.59956468439,32.7810801548329,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"29",29,11.5,1.64216116214258,0.127532073799338,735.172613987008,1563.54717433297,3.42599430309419,56.106661111975,19749.0824117603,0.00973021771529847,0.00912639560578913,34.3700058514019,0.105055665838952,395.639637549492,242.362250544263,0.0643553506490343,0.271168062142575,10656.3147930466,47.5429732202562,23.2879456848329,2.82961093814302,103.652410088043,3766,0,0,5764.61917090587,5764.60957691121,33.5089156997292,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"30",30,11.6,1.65179843831758,0.128754390319873,742.220026776237,1619.1180973018,3.55474869341407,55.5709229688336,20491.3024385365,0.00963727617500165,0.00898569177895896,33.8401152395594,0.105920200444115,398.895474872535,242.908847236458,0.0645004905035736,0.280805338317577,11055.2102679192,47.5861647043977,23.4656623914726,2.93553113858714,104.421403505514,3766,0,0,5764.62867326018,5764.61917090587,33.5955013955144,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"31",31,12.2,1.66059330537817,0.133027624182935,766.854856700628,1669.83164036893,3.687776317597,50.7135430671323,21258.1572952371,0.00879486706059662,0.00815242076378094,30.702016596399,0.108545990409952,408.78419988388,247.478257880086,0.0657138231226993,0.289600205378174,11463.994467803,48.1038178321456,24.6633852363547,3.04407712899709,109.716634526941,3766,0,0,5764.6373449991,5764.62867326018,34.2924036882457,"2015_Early Summer_Lower Kenai River_Chinook_Age_0"
"32",1,9.7,5.23381559324223,0.289374625274942,1669.15335102073,120.280327151252,0.289374625274942,120.280327151252,1669.15335102073,0.0208338932422274,0.0046925422552006,23.0732302688214,0.181963969714458,894.71683908599,171.632453473986,0.0349059291181586,0.0208338932422274,894.71683908599,37.1312878752402,14.7671391580096,0.181963969714458,73.5265956889305,4917,0,0,5768.16054217494,5768.1399999562,23.1342004829843,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"33",2,8.5,5.25173984288983,0.258161700039506,1489.11813166868,223.763092343425,0.547536325314448,103.482765192173,3158.27148268941,0.0179242496475975,0.00402114191001449,19.7719547715413,0.161948433685261,796.300448430428,152.145300927031,0.0309427091574194,0.0387581428898249,1691.01728751642,33.527524245325,12.063003951192,0.343912403399719,66.3805603697195,4917,0,0,5768.17821548509,5768.16054217494,20.4022575892535,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"34",3,8.9,5.27108855253638,0.270277501072727,1559.00879382345,335.470458742922,0.817813826387176,111.707366399498,4717.28027651287,0.0193487096465503,0.00432591917230849,21.2705445702408,0.16989182023825,835.358080111476,159.063111483415,0.0323496260897732,0.0581068525363753,2526.37536762789,34.8269945402763,12.9758789769282,0.513804223637969,68.6210812817497,4917,0,0,5768.1972933128,5768.17821548509,21.3686121142198,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"35",4,10,5.29214914540089,0.298823325273344,1723.67189602043,457.062008918304,1.11663715166052,121.591550175382,6440.9521725333,0.0210605928645178,0.00469140444247735,23.0676356436611,0.187641188346127,922.631723097908,175.036278351641,0.035598185550466,0.079167445400893,3449.0070907258,37.708160502189,15.3462469127276,0.701445411984096,75.293799022958,4917,0,0,5768.21805905737,5768.1972933128,23.6204362701058,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"36",5,11.1,5.31182530626561,0.322382037947755,1859.56989320596,570.661448450414,1.43901918960828,113.59943953211,8300.52206573926,0.0196761608647202,0.00436559964298594,21.4656534445619,0.200647684842187,986.584666369035,186.424199179348,0.0379142158184561,0.0988436062656133,4435.59175709484,39.588001224252,17.4326404165249,0.902093096826284,82.6820780457331,4917,0,0,5768.23745975198,5768.21805905737,25.2558260482766,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"37",6,12.2,5.32737651161078,0.341913920909682,1972.24068660191,660.446180933495,1.78093311051796,89.7847324830811,10272.7627523412,0.0155512053451643,0.00343762501564829,16.9028022019426,0.209683284430037,1031.01270954249,194.097631246711,0.0394748080631913,0.114394811610778,5466.60446663733,40.6886865461627,19.2389824218095,1.11177638125632,90.8808215883022,4917,0,0,5768.25279324045,5768.23745975198,26.3863384884944,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"38",7,13.2,5.3371603120547,0.357237276068628,2060.63491553247,716.933101836477,2.13817038658659,56.486920902982,12333.3976678736,0.00978380044391791,0.00215642472238429,10.6031403599635,0.215285930082922,1058.56091821773,198.70210335437,0.0404112473773378,0.124178612054695,6525.16538485506,41.211179765481,20.6743147409196,1.32706231133924,99.1250296307169,4917,0,0,5768.26244006769,5768.25279324045,27.0884388572889,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"39",8,14.1,5.34034240276011,0.36969535012147,2132.49980237335,735.304991677714,2.50786573670806,18.3718898412365,14465.897470247,0.00318209070541098,0.000700073077640898,3.44225932276029,0.218717886131237,1075.43584610729,201.49963336838,0.0409801979598089,0.127360702760106,7600.60123096235,41.4214876104469,21.8334237620092,1.54578019747048,107.269021602799,4917,0,0,5768.26557760912,5768.26244006769,27.5334410703645,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"40",9,14.8,5.33756133646627,0.37876211151255,2184.80044994039,719.248426411543,2.88662784822061,-16.056565266171,16650.6979201874,-0.0027810662938359,-0.000611481521318436,-3.00665464032275,0.220535274016089,1084.37194233711,203.052886979056,0.0412960925318398,0.124579636466271,8684.97317329946,41.4704154964087,22.6667239286455,1.76631547148657,114.130217099309,4917,0,0,5768.26283547776,5768.26557760912,27.7921850950154,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"41",10,15.5,5.3281393598485,0.387342152294241,2234.29134169284,664.850490069356,3.27397000051485,-54.3979363421868,18884.9892618802,-0.00942197661776856,-0.00207271379292595,-10.1915337198169,0.221669046710458,1089.94670267532,204.203124604639,0.0415300233078379,0.115157659848502,9774.91987597478,41.4487123286402,23.4513511512519,1.98798451819703,121.500835933092,4917,0,0,5768.25354540881,5768.26283547776,27.9937589114718,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"42",11,14.8,5.32539297596643,0.378105105024457,2181.00611259449,648.994230688213,3.6520751055393,-15.8562593811429,21065.9953744747,-0.00274638388207382,-0.000605236286226929,-2.97594681937781,0.220169804068879,1082.57492660668,203.180670303912,0.0413220805987212,0.112411275966428,10857.4948025815,41.4965132665716,22.6809883372451,2.20815432226591,114.169440509051,4917,0,0,5768.2508374743,5768.25354540881,27.8096750104226,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"43",12,14.5,5.32528654827681,0.374180282372429,2158.36572716113,648.379770254911,4.02625538791173,-0.614460433302164,23224.3611016358,-0.000106427689617661,-2.34661613969664e-05,-0.115383115588884,0.219417456449851,1078.87563336392,202.590801886902,0.0412021154945907,0.112304848276811,11936.3704359454,41.4896997065936,22.3323623895711,2.42757177871576,111.174733331313,4917,0,0,5768.2507325366,5768.2508374743,27.7093895750131,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"44",13,13.3,5.33440240422122,0.358500813243242,2067.92257860529,701.010259839369,4.38475620115497,52.630489584458,25292.2836802411,0.00911585594441178,0.00200999149605925,9.88312818612334,0.215634845250127,1060.27653409488,199.102250082292,0.0404926276352028,0.121420704221222,12996.6469700403,41.2520766587245,20.8123791342841,2.64320662396588,100.004436274307,4917,0,0,5768.25972077056,5768.2507325366,27.1502298288537,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"45",14,12.1,5.3504385454945,0.341441477768911,1969.52312321479,793.595486805344,4.72619767892389,92.5852269659749,27261.8068034559,0.0160361412732755,0.00352984563389747,17.3562509818739,0.209691717529059,1031.05417509038,193.283913915922,0.0393093174529026,0.137456845494498,14027.7011451306,40.5635365540509,19.0614185152025,2.85289834149494,90.0348029585528,4917,0,0,5768.27553240586,5768.25972077056,26.2679049062418,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"46",15,13.1,5.36086133866004,0.357016384135006,2059.36887327397,853.772122497564,5.08321406305889,60.1766356922204,29321.1756767299,0.010422793165537,0.00228737997868453,11.2470473551919,0.21553238854649,1059.77275448309,198.072129129585,0.0402831257127486,0.147879638660035,15087.4738996137,41.1227879211124,20.5125457262692,3.06843073004143,98.194461439154,4917,0,0,5768.28580927992,5768.27553240586,26.9952866878572,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"47",16,13.4,5.36925707237684,0.361672355657935,2086.22951675051,902.245561903246,5.44488641871683,48.4734394056812,31407.4051934804,0.00839573371680213,0.00183894632603348,9.0420990851066,0.217073719356944,1067.35147807809,199.100743453455,0.0404923212229926,0.156275372376837,16154.8253776918,41.2100555404543,20.9083621378024,3.28550444939838,100.783028369055,4917,0,0,5768.29408747336,5768.28580927992,27.157198321036,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"48",17,13.3,5.37833501818336,0.360734124677683,2080.82051852816,954.657963720794,5.80562054339451,52.4124018175483,33488.2257120086,0.00907794580651888,0.0019852703466269,9.76157429436446,0.216924234324355,1066.61646017285,198.652522275431,0.0404011637737301,0.165353318183356,17221.4418378647,41.1588973704113,20.7653685875938,3.50242868372273,99.8777785393979,4917,0,0,5768.30303832793,5768.29408747336,27.0889034836633,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"49",18,12.9,5.39000887943998,0.355589772232061,2051.14956356454,1022.05837437995,6.16121031562657,67.400410659157,35539.3752755731,0.0116738612566198,0.00254867514259711,12.53183567615,0.215431154588539,1059.27498711185,196.952213562486,0.0400553617169994,0.177027179439976,18280.7168249765,40.975518782444,20.2043302554086,3.71785983831127,96.4125373463164,4917,0,0,5768.31454875513,5768.30303832793,26.8279915021673,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"50",19,12.1,5.40606318053124,0.344117614302703,1984.97864106519,1114.75020843268,6.50532792992927,92.6918340527254,37524.3539166383,0.0160543010912626,0.00349745219071621,17.1969724217516,0.211274199218824,1038.83523755896,192.733492800274,0.0391973749848024,0.193081480531238,19319.5520625355,40.4480224039472,19.0071366712952,3.92913403753009,89.8882603951115,4917,0,0,5768.330378296,5768.31454875513,26.1931009081681,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"51",20,11.6,5.42425204382371,0.33659817411227,1941.60947301077,1219.76686083469,6.84192610404154,105.016652402018,39465.963389649,0.018188863292476,0.00395072540370333,19.4257168100093,0.208117360729387,1023.3130627064,189.289882218106,0.0384970270933711,0.211270343823714,20342.8651252419,39.9547286541148,18.1882284413615,4.13725139825948,86.0355618996137,4917,0,0,5768.34831251521,5768.330378296,25.6856464130064,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"52",21,11.1,5.44406208976759,0.328409411468839,1894.37987446039,1334.14444318593,7.17033551551038,114.377582351239,41360.3432641094,0.0198100459438759,0.00428845485769372,21.08633253528,0.204266570755708,1004.37872840582,185.164465126477,0.0376580160924297,0.23108038976759,21347.2438536477,39.3204911400094,17.3148419179349,4.34151796901519,82.35763600758,4917,0,0,5768.36784522051,5768.34831251521,25.0851635256724,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"53",22,11.2,5.46361327148024,0.331188140189013,1910.41501858468,1447.0281757283,7.5015236556994,112.883732542371,43270.7582826941,0.0195511817126475,0.00421704352121918,20.7352029938347,0.205745246199619,1011.64937556353,185.826200892341,0.0377925972935409,0.250631571480238,22358.8932292112,39.4125034754537,17.4731367104246,4.54726321521481,83.0222017569231,4917,0,0,5768.38712268568,5768.36784522051,25.1831559557046,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"54",23,11.4,5.48255591499729,0.335748333633292,1936.72636419345,1556.39907680565,7.83727198933269,109.370901077344,45207.4846468876,0.0189426435170477,0.00407119243235004,20.0180531898651,0.208063581988082,1023.0486326354,187.247629325388,0.0380816817826698,0.269574214997285,23381.9418618466,39.6177974794809,17.8000676333958,4.75532679720289,84.4193799451498,4917,0,0,5768.40580013219,5768.38712268568,25.3923310774959,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"55",24,11.3,5.50183940118507,0.334801042003905,1931.26827258563,1667.73865969669,8.17207303133659,111.339582891041,47138.7529194732,0.0192834861877831,0.004130154634268,20.3079703366958,0.207708750811131,1021.30392773833,186.282446284698,0.0378853866757571,0.288857701185068,24403.2457895849,39.4611685238951,17.6123460587858,4.96303554801402,83.6477015904629,4917,0,0,5768.42481364957,5768.40580013219,25.253259774858,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"56",25,11,5.52198385858923,0.330004473772131,1903.60599512253,1784.05012768875,8.50207750510872,116.311467992063,49042.3589145957,0.0201444574041627,0.00429946501700714,21.1404694886241,0.20540140971269,1009.9587315573,183.567468606909,0.0373332252607096,0.309002158589231,25413.2045211422,39.0298128957766,17.0699196763374,5.16843695772671,81.4667897638562,4917,0,0,5768.44467608457,5768.42481364957,24.8604767823148,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
"57",26,11.4,5.54097296660359,0.338441465348991,1952.28086895865,1893.69149179826,8.84051897045772,109.641364109506,50994.6397835544,0.0189891080143578,0.00403811877691807,19.8554300261061,0.209672791648175,1030.96111653408,186.701218789413,0.0379705549703912,0.327991266603589,26444.1656376763,39.502188101499,17.7481249490959,5.37810974937489,84.2772424343909,4917,0,0,5768.46339934507,5768.44467608457,25.3182332783213,"2015_Early Summer_Middle Beaver Creek_Coho_Age_1"
